Source,Target,weight
Pat Boone,Eve Corey Polling,2
Viva Zapata,Dag Drollet,2
Ned Beatty,Jack Nicholson,48
Linda Ronstadt,Larry Solters,2
Ross Macdonald,Richard Burton,4
Ms. Leland - St,Heaven Can Wait,2
Howard Deutsch,Donald J. Sobol,2
Marlon Brando,Fred Zinnemann,9
Sanford Meisner,Orson Welles,5
William Devane,Jack Nicholson,48
Simon Wiesenthal,Ed Wood,2
Rachel Fershleiser,' Lucky Numbers,2
Steve Martin,Robert Morse,3
Ron Fellows,Alan Menken,2
My Heart,Clark Gable,2
Fred Astaire,Dustin Hoffman,4
Yves Montand,Me When I Said I Love You When You Know I,2
Terence Malick,Laura Ziskin,2
Jack Nicholson,Edward James Olmos,48
Robert De Niro,Johnny Depp,3
Peter Biskind,Charlie Chaplin,2
Jane Powell,I Said I Love You When You Know I,2
Beverly Hills,A Memorable Oscar Mr. Brando,7
Francis Kenneth Lloyd,Fisher Fine Arts,2
You Can See Forever,Richard Rodgers,2
Terry Malloy,Hong Kong,3
Gwendolyn Tunewald,El Mahdi,2
My Mother Taught Me,Charlie Sheen,3
Roman Polanski,Richard Sylbert,2
Morris Landau,Marilyn Monroe,3
Wim Wenders,Harry Stanton,2
Irving Berlin,Clark Gable,2
Paddy Chayefsky,Jack Nicholson,48
Robert Plavik,John Lennon,2
Hong Kong,Edward Norton,3
Susan Sarandon,Sheldon Green,2
Shaquille O'Neal,David Stern,2
Santa Monica,Julia Roberts,2
James Barton,Bob Fosse,2
Tom Hulce,Jack Nicholson,48
Sally Gracie,Charley Malloy,2
Boycotted New York Stage He,' ' Orson Welles,2
Katharine Cornell,An Unorthodox Style His,2
Kirk Douglas,""" Barry Lyndon",5
Frank Sinatra,David Wayne,4
Robert Altman,James Caan,2
Jack Lemmon,Elvis Presley,3
Vincent Canby,Katie Elder,6
Henry Fonda,Doug Blackburn,3
Walt Disney Studios,Vincent Canby,6
Sally Jessy Raphael,Frank Gorshin,2
Jean Cocteau,Jackie Gleason,4
Ted Koppel,Johnny Carson,2
Jack Nicholson,Alfred Hitchcock,98
Anthony Colon,Annie Get Your Gun,2
Edward Norton,Ben Hecht,2
Marion Seaman,Frances Fink Levy,2
Sally Jessy Raphael,Johnny Carson,2
Raymond Shaw,Jack Nicholson,48
Jimmy Carter,Gloria Spann,2
Hilda Rusoff,Donna Roth,2
Roy Huggins,Beverly Hills,7
Jackie Gleason,Al Jolson,5
Truman Capote,Billy Wilder,4
Viking Press,Gary Sinise,2
Len Cariou,Burton Lane,2
John Frankenheimer,Christopher Lehmann - Haupt,4
Hillary Kaye,Frank Sinatra,4
Jean Cocteau,George Orson Welles,2
Richard Burton,Peter Sellers,6
Sally Jessy Raphael,Jack Nicholson,48
George C. Scott,Claire Bloom,4
Tom Wolfe,Calvin Klein,2
Ninna Gradually,Cheyenne Brando,2
Robert Morse,Elaine Cancialla,3
Henry Fonda,Eddie Cantor,3
Warren Beatty,Arthur Miller,5
Maxwell Anderson,Beverly Hills,7
William Goldman,Humphrey Bogart,3
Warner Brothers,Helen Hunt,5
Brigitte Bardot,Barbra Streisand,6
Robert Gottlieb,Max Bernstein,2
Peter Davis,Bert Schneider,2
Fred Allen,""" Royal Wedding",2
Michael Landon,Hilda Rusoff,2
Meg Wolitzer,Meg Ryan,3
Julie Christie,Catherine Deneuve,3
Joe Roth,Francis Ford Coppola,6
Nora Ephron,Clarence Thomas,2
Robert De Niro,' ' Free Money,2
Peter Fonda,Burt Reynolds,9
Long Island Sound,Jerry Maguire,2
Emilio Estevez,' Saturday Night Live,2
Samuel Z. Arkoff,Don Johnson,2
Woody Allen,Walt Disney Studios,4
Stanley Kubrick,Ringo Starr,5
Len Cariou,Hillary Kaye,2
Marlon Brando,Jeff Bridges,9
You Know I,Ella Logan,2
Virginia Nicholson,Stanley Kauffmann,2
Martha Raye,Fred Allen,2
Stephen Eckelberry,Nathanael West,2
Marin Hopper,Alex Hitz,2
San Francisco,Geneva Smith Kesey,4
Jack Nicholson,Charles Aznavour,48
Judy Garland,Harold Stern,3
Richard Burton,"Long Goodbye,''''The Missouri Breaks",4
Peggy Kaye,Libby Holman,2
Yves Montand,Harold Stern,2
You When You Know I,Jane Powell,2
Peter Sellers,Peter George,4
Sidney Lumet,Jack Gould,3
Lynda Redfield,Goldie Zaentz,2
Steve Elzer,Faye Dunaway,4
Dave Brubeck,Celia Mingus,2
Harry Met Sally,' Lucky Numbers,2
Willy Loman,Long Island,3
Tom Cruise,Mike Nichols,6
Simon Bucharoff,George Gershwin,2
Paul Newman,Arthur Miller,9
Howard Keel,Burt Bacharach,2
Sylvester Stallone,""" An Enemy",2
Vincent Canby,Lee Strasberg,18
Warren Beatty,Jessica Tandy,5
Julian Schnabel,Brooke Hayward,2
Scott Rudin,Bob Woodward,2
Julia Roberts,Denzel Washington,2
Yves Montand,Simon Bucharoff,2
You Know I,Irving Berlin,2
Simon Bucharoff,Bob Fosse,2
Terry Malloy,Sean Penn,2
William Baziotes,Supreme Court Justice Herbert I. Altman,2
Clive Barnes,Al Pacino,3
Richard Rodgers,Cole Porter,2
Francis Ford Coppola,Dorothy Pennebaker Brando,6
Richard Rodgers,Peggy Kaye,2
Hallie Ephron,Clarence Thomas,2
Franz Kline,Barbara Lloyd,2
You When You Know I,Cy Coleman,2
Lady Be Good,Frank Loesser,2
Mr. Abdul - Jabbar,Kareem Abdul - Jabbar,2
Love With You,Clifton Webb,2
John Kander,Fred Ebb,2
El Escorial,An Infinity,2
Jim Nabors,Frank Gorshin,2
Stanley Kowalski,Mr. De Niro,2
Charlie Chaplin,Bob Hope,5
Lee Strasberg,Dick Wolf,5
Claire Bloom,Arthur Miller,3
Mira Rostova,Joey Gallo,2
Nora Ephron,Alice Arlen,2
Anna Kashfi,Ann Douglas,2
Nick Nolte,Charles Bronson,2
James Barton,I Love You When You Know I,2
Pierre Levai,Mark Rothko,2
Richard Burton,Brad Tyer,4
Jack Rosenthal,Gus Levy,2
Sterling Hayden,Dennis Hopper,10
Viking Press,Kirk Douglas,5
Jackie Gleason,' ' Orson Welles,4
Hallie Ephron,Betty Friedan,2
Lucinda Ballard,Elaine Stritch,2
Stan Getz,San Francisco,4
Jay Cantor,Anna Kashfi,2
Yuri Neyman,Sissy Spacek,2
Love With You,Irving Berlin,2
Tom Wolfe,Sidney Poitier,4
Meg Wolitzer,Gloria Steinem,2
John Byner,Jack Nicholson,48
N. C. Christopher Couch,Heath Ledger,2
Sheldon Harnick,Lady Be Good,2
Young Fred,Jack Nicholson,48
Julia Childs,Bessie Smith,2
Robin Williams,Eve Corey Polling,2
Ross Macdonald,"Murder , My Sweet",2
Martin Scorsese,Donna Roth,3
Charlie Sheen,' Saturday Night Live,3
Helen Gurley Brown,Bruce Beresford,3
Robert De Niro,Brando Necessary,2
I Feel Bad About My Neck,Ayn Rand,2
Sean Penn,Arthur Miller,3
Sheldon Green,Paloma Picasso,2
Ulysses S. Grant,Elia Kazan,4
El Gallo,Dick Wolf,2
Marlon Brando Sr,Johnny Depp,3
James Earl Carter,Ben - Gurion International Airport,2
Simon Wiesenthal,Rollin Hand,2
Neil Simon,Judith Jamison,3
Edward G. Robinson,Dennis Hopper,11
Paola Mori,' ' Orson Welles,2
Dan Greenburg,Bob Woodward,2
Martha Raye,George Gershwin,2
Young Burton,Richard Rodgers,2
Myrtle Wilson,Connie White,2
Young Burton,Clark Gable,2
Tony Bennett,David Wayne,2
Len Cariou,Bob Fosse,2
Neil Simon,Alfred Drake,3
John Sobol,John Singleton,2
San Diego,Dennis Hopper,10
Robert Morse,John Raitt,3
Red - Dirt Marijuana,Peter George,2
Francis Ford Coppola,Dennis Hopper,13
Paloma Picasso,Claudette Colbert,2
Sam Arkoff,Joe Roth,2
Peter Fonda,Elliott Gould,10
I Love You When You Know I,Ella Logan,2
Lee Strasberg,Jack Rosenthal,5
Nina Ziskin,Jon Peters,2
Walter Damrosch,Lady Be Good,2
Irving Berlin,Billy Eckstein,2
Kenneth Tynan,Boycotted New York Stage He,2
Neal Cassady,Henry Fonda,3
Robert De Niro,Harold Clurman,2
Marlon Brando,Bob Hope,12
Julie Christie,Carly Simon,3
Jennifer Lopez,Dolores Huerta,2
Norma Faye Haxby,Neal Cassady,2
George C. Scott,Elaine Stritch,4
Diana Lane,Burton Lane,2
Dag Drollet,Bob Hope,5
James Chressanthis,' ' Five Easy Pieces,3
New York County Surrogate Court,Eduardo Paolozzi,2
Jack Nicholson,Dean Stanton,48
Neil Simon,Anthony Quinn,4
An Unorthodox Style His,' ' Orson Welles,2
Jack Nicholson,Dave Brubeck,48
Vito Corleone,Paul Newman,8
Natalie Wood,Marlon Brando,22
Sally Gracie,Hugh Hastings,2
Terry Southern,Slim Pickens,3
Karen Blanche Ziegler,Faye Greener,2
Faye Dunaway,Dag Drollet,4
Viva Zapata,Mr. De Niro,2
Prince Albert,Eddie Barclay,2
Sally Kimball,Encyclopedia Brown Gets His Man,2
Freddie Fields,Dean Martin,3
Dennis Hopper,' ' Five Easy Pieces,10
Jack Nicholson,Burt Reynolds,48
Diana Epstein,Bill Blass,2
Henry Fonda,A Dime Western,3
President Ronald Reagan,Mary Bridges,2
Edward Norton,Billy Wilder,2
Dave Brubeck,Allen Ginsberg,2
Oskar Kokoschka,Mark Rothko,2
Joan Crawford,Hillary Kaye,2
Henry Hathaway,Daria Halprin,2
Caroline Smart,An Anatomy,2
Paul Newman,John Walton,8
Wendy Jackson,De Witt Clinton High School,2
John Byner,Arsenio Hall,2
Joseph Bonanno,James Mason,3
Veronica Lake,David Byrne,2
Tony Bennett,Al Jolson,3
Johnny Depp,Jack Nicholson,98
Tony Bennett,Irving Berlin,2
Jerry Maguire,Amy Pascal,2
Lucinda Ballard,Arthur Miller,3
Faye Greener,Dennis Hopper,9
Harold Brodkey,Christian Brando,2
Richard Rodgers,Fred Allen,2
William Baziotes,Jackson Pollock,2
George Lucas,Dave Brubeck,3
Rose Gershwin,Lady Be Good,2
James B. Harris,Gustav Hasford,2
Robert Morse,Morgan Freeman,3
Jack Nicholson,Anthony Quinn,98
Tracey Smith,Elvis Presley,3
Tony Bennett,George Gershwin,2
Ira Gershwin,Dorothy Fields,2
Terry Southern,Ringo Starr,4
Love With You,David Wayne,2
Sherry Nelson,Norman Jewison,2
Norman Jewison,Hugh Hastings,2
Rudolf Hess,Rodney Stephen Steiger,2
"Murder , My Sweet",Jeff Bridges,2
Greta Garbo,Catherine Deneuve,2
My Heart,Bob Fosse,2
Bernard J. Reis,Barbara Lloyd,2
Sean Penn,Jessica Tandy,3
Vito Corleone,Pauline Kael,4
Simon Bucharoff,Barbra Streisand,5
Anthony Quinn,Ann Douglas,3
Sheldon Green,Oleg Cassini,2
Harold Clurman,Brando Necessary,2
Victoria Duffy,Leland Hayward,2
El Gallo,Detective Lennie Briscoe,2
Jeff Bridges,Iris Murdoch,2
John Milius,Donna Roth,2
Martha Raye,Ella Logan,2
Neil Simon,Jack Mitchell,3
Will Geer,Agnes Moorehead,2
Ned Rorem,Anthony Quinn,3
Yves Montand,Esther Williams,2
Peter Fonda,Edgar Allan Poe,9
Sally Kimball,His Man,2
Rex Harrison,Kathleen Turner,2
Truman Capote,Stella Adler,5
Susan Sarandon,Candice Bergen,2
Stanley Kowalski,Ann Douglas,2
Raymond Shaw,Laurence Harvey,2
Stella Adler,Jay Cantor,3
Maxwell Anderson,Marlon Brando,9
Tony Curtis,Natalie Wood,4
Rod Steiger,Ernest Borgnine,3
Truman Capote,Bruce Beresford,4
Jill Clayburgh,Jack Nicholson,48
Shelley Winters,David Cronenberg,2
Saul Zaentz,Demi Moore,4
President Richard M. Nixon,Deborah Condon,2
Paola Mori,Orson Welles,5
Lawrence Hauben,Henry Fonda,4
Paul Newman,Ann Douglas,8
Libby Holman,Bob Fosse,2
Eduardo Paolozzi,Bernard J. Reis,2
My Mother Taught Me,Brando Necessary,2
Jacob Bernstein,Harry Met Sally,2
Oona O'Neill Chaplin,Frank Sinatra,4
Karen Demel,Douglas Aircraft,2
Scott Rudin,Julia Child,2
Wim Wenders,Roman Grant,2
Freddie Fields,Fred Astaire,3
Jack Nicholson,' Saturday Night Live,48
Warren Beatty,Eva Marie,4
Jack Nicholson,De Witt Clinton High School,48
Orson Welles,Montgomery Clift,5
Shelley Winters,Martin Scorsese,3
Sherry Nelson,Marty Pilletti,2
Morton Levine,Jackson Pollock,2
Richard Head Welles,Paola Mori,2
Quincy Jones,Elton John,2
Sandy Dennis,Peter Ziegler,2
Keenan Wynn,George C. Scott,4
Robert Altman,Mel Gibson,2
Morris Landau,James Madison High School,2
Martha Raye,Burton Lane,2
Robert Motherwell,Bernard J. Reis,2
You Will Meet,John Lithgow,2
Peggy Kaye,Jane Powell,2
Richard Benjamin,Norman Ziegler,2
Martin Scorsese,Louis Arkoff,3
Ralph Waldo Emerson Jones,Jackson State,2
My Life,Billy Crystal,2
Ned Beatty,Cliff Robertson,2
Peggy Kaye,Barbra Streisand,5
Shaquille O'Neal,Mr. Abdul - Jabbar,2
Jack Nicholson,Harold Clurman,48
Virginia Nicholson,Orson Welles,5
William Styron,Slim Pickens,3
Peter Weir,Anthony Minghella,2
Robert De Niro,Christian Brando,2
Steven Spielberg,Paris Zax,3
Marlon Brando,""" An Enemy",9
Rex Harrison,Laurence Harvey,2
Herbert Berghof,Annie Get Your Gun,2
Marin Hopper,James Dean,5
"Murder , My Sweet",Elliott Kastner,2
Sheldon Harnick,I Love You When You Know I,2
Peter William Fields,Jerry Lewis,5
Tom Buchanan,Dennis Hopper,9
Luis Bunuel,' Merry - Go - Round,2
Dustin Hoffman,Annie Get Your Gun,3
Judith Jamison,Angela Lansbury,2
Ed Graczyk,Connie White,2
Marion Seaman,Hillary Kaye,2
Diana Epstein,Calvin Klein,2
Vito Corleone,Mr. De Niro,2
Mike Nichols,Elia Kazan,6
Simon Bucharoff,Francis Ford Coppola,6
Marin Hopper,Henry Hathaway,2
Heath Ledger,' Robin Meets Maid Marian,2
Morgan Freeman,George Roy Hill,2
Gloria Spann,Boyce Manufacturing,2
Edward Norton,Christian Brando,2
Joseph Cotten,Agnes Moorehead,2
Hunter Carson,Ellen Burstyn,2
Jed Bernstein,Herbert Berghof,2
Jack Nicholson,Howard Ashman,48
George Gershwin,Esther Williams,2
Eddie Jr.,Dr. Ralph Waldo Emerson Jones,2
Warren Beatty,Sean Penn,4
Peter Lorre,Donna Roth,2
John F. Kennedy,Fred Travalena,4
Erin - Jo,Audrey Hepburn,2
Rock Hudson,Jerry Lippman,3
Sheldon Harnick,Jane Powell,2
Saul Zaentz,Ralph Bakshi,4
Mike Nichols,I Feel Bad About My Neck,4
El Gallo,Burt Bacharach,2
Larry Smith,Julia Child,2
Richard Benjamin,Ed Graczyk,2
Ira Gershwin,A Young Gershwin As Role Model During,2
Nicholas Ontiveros,Lupe Ontiveros,2
George Lewis,Edna Lewis,2
Ralph Waite,Clive Barnes,2
William Hurt,Jack Nicholson,98
Truman Capote,Beverly Hills,9
Luis Bunuel,Dominique Sanda,2
Harold Stern,Fred Astaire,3
William Baziotes,Ad Reinhardt,2
Marlon Sr,Konstantin Stanislavski,2
Wendy Jackson,Richard Condon,2
John F. Kennedy,Francis Ford Coppola,8
Tom Hanks,Delia Ephron,2
Sally Gracie,George C. Scott,4
Theodore Stamos,Barbara Lloyd,2
Sky Masterson,Lee Strasberg,5
Willy Loman,Ralph Harold Waite,2
Karen Silkwood,Jacob Bernstein,2
Ralph Fiennes,Anthony Minghella,2
Walter Payton,Dick Hoerner,2
His Bluejeans,Anna Kashfi,2
John Lithgow,Cliff Robertson,2
Ninna Gradually,Konstantin Stanislavski,2
William Zsigmond,Christopher Walken,2
Julian Schnabel,James Dean,5
Viva Zapata,Arthur Miller,3
My Life Is Black,Edward Albee,2
Craig Highberger,Anthony Quinn,3
Mike Nichols,Delia Ephron,4
Claudette Colbert,Carly Simon,2
Christopher Jones,""" Machine Gun Kelly",2
Anthony Minghella,' One Flew Over,4
Tex - Mex,Harry Dean Stanton,2
Frank Sinatra,Clifton Webb,4
Jack Nicholson,""" Al Capone",48
Kathy Fields Lander,Freddie Fields,2
Fred Zinnemann,""" Al Capone",2
De Witt Clinton High School,An Infinity,2
Mary Barto,Jack Nicholson,48
Supreme Court Justice Herbert I. Altman,Bernard J. Reis,2
Janie Drexel,His Laker Girls,2
Nicholas Pileggi,Estelle Reiner,2
William Styron,Peter Sellers,5
Young Burton,Ira Gershwin,2
John R. Smythies,Cary Grant,2
Martin Jurow,Jack Lemmon,2
Royal Wedding,Len Cariou,2
Rachel Fershleiser,Hallie Ephron,2
Oskar Kokoschka,Francis Bacon,2
My Heart,Love Came Into My Heart,2
Christopher Isherwood,Buck Henry,2
Marc Blitzstein,George Orson Welles,2
Peter Ziegler,Bruce Dern,2
Norma Faye Haxby,Ken Kesey,2
Vilmos Zsigmond,Cliff Robertson,2
Sidney Lumet,Fred Zinnemann,3
Oleg Cassini,Diana Epstein,2
Jackson Gibbs,Jack Nicholson,48
You Can See Forever,Peggy Kaye,2
Mr. De Niro,Harold Clurman,2
Harold Clurman,A Memorable Oscar Mr. Brando,2
Rudolph Hess,Bill Gillespie,2
One Flew Over,Celia Mingus,2
Carol Gottschalk,""" Dick Tracy",2
Larry Smith,Clarence Thomas,2
Terence Malick,Julia Roberts,2
You Can See Forever,Rose Gershwin,2
Ms. Leland - St,", Sharmagne Leland - St",2
My Three Sons,Barney Miller,2
King David,Jim Harrison,2
Marc Antony,Arthur Miller,3
Michael Kidd,Jack Nicholson,48
Frankie Avalon,Charles Bronson,2
Steven Spielberg,Peter William Fields,3
Sandy Dennis,Hunter Carson,2
Love With You,Harold Adamson,2
Johnny Depp,Charlie Sheen,4
Viva Zapata,Marlon Brando,9
Saul Zaentz,Peter Weir,4
Fred A.,Cliff People,2
Warner Communications,Mark Evanier,2
Jerry Gershwin,Jay Kanter,2
Yoko Ono,Ned Rorem,2
Tina Turner,David Lynch,3
Billy Wilder,Ben Hecht,2
Bill Wilson,Aldous Huxley,2
Fanny Hill,Dennis Hopper,9
Meg Ryan,Harry Met Sally,3
Love With You,Jack Nicholson,48
Lee Remick,Jack Nicholson,48
Peter Davis,Oona O'Neill Chaplin,2
Johnny Depp,Harold Brodkey,3
Tom Hanks,Estelle Reiner,2
Stella Adler,Pauline Kael,5
Elliott Kastner,Arthur Penn,2
Dustin Hoffman,Billy Flynn,3
Richard X. Slattery,Lon Chaney,2
Vincent Canby,Jessica Tandy,7
Prince Albert,Elton John,2
Peter Manso,Anna Kashfi,2
Universal Pictures Lew Wasserman,Jay Kanter,2
San Diego,Myrtle Vail,3
Michael Kidd,Frank Loesser,2
Young Burton,Frank Loesser,2
Jack Kent Cooke,Douglas Aircraft,2
Terry Malloy,Jack Nicholson,48
Vic Lovell,Louise Fletcher,3
Rod Steiger,Paddy Chayefsky,3
Luis Bunuel,Angela Molina,2
Victoria Shaw,Elvis Presley,3
Ken Elton Kesey,Dale Wasserman,2
Rudolph Hess,Claire Bloom,2
Tom Burke,Ed Graczyk,2
Warren Cowan,Fred Feldman,2
Joan Bennett,Isabella Rossellini,2
Leland College,Eddie Gay Robinson,2
Theodore Stamos,A Viennese Oilman Frank Lloyd,2
Larry Smith,Jacob Bernstein,2
Jacob Bernstein,Beverly Hills,7
Tracey Smith,Ann - Margret,2
Lady Be Good,Diana Lane,2
Hallie Ephron,Gloria Steinem,2
Victoria Duffy,Natalie Wood,4
You Know I,Clifton Webb,2
Robert Goulet,Alfred Drake,2
Quincy Jones,Brigitte Bardot,3
Michael Douglas,Allen Ginsberg,4
Harold Adamson,Ella Logan,2
My Heart,Burton Lane,2
Tom Hanks,Clarence Thomas,2
Roman Grant,Charlie Sheen,3
Jennifer Lopez,Jack Nicholson,48
John F. Kennedy,Arthur Miller,5
Mira Rostova,El Gallo,2
Kurt Russell,Cynthia Snyder,3
Raul Julia,Meryl Streep,4
Julie Christie,Elliott Gould,4
Jefferson Airplane,A Dime Western,2
Laura Ellen Ziskin,Julia Barry,2
Mr. De Niro,Ann Douglas,2
John Milius,Don Johnson,2
Brenda Blake,' One Flew Over,4
George Lucas,Demi Moore,3
Kit Golden,Aaron Sorkin,2
Marc Antony,Konstantin Stanislavski,2
Jack Nicholson,David Zinnemann,48
Peggy Kaye,James Barton,2
Meg Tilly,Jerry Maguire,2
Steven Spielberg,James Caan,3
My Life,Beverly Hills High School,2
Polly Bergen,Judy Garland,3
Robert Aldrich,George C. Scott,4
Young Fred,Sammy Davis Jr.,2
Faye Dunaway,Brando Necessary,4
Jeff Bridges,Elliott Kastner,2
Tom Hulce,Paul Newman,8
William Inge,Jay Kanter,3
Mark Evanier,Jerry Robinson,2
Jay Leno,Jack Nicholson,48
Mindin ' My Business,Diana Lane,2
His Laker Girls,Frank Mariani,2
Mike Nichols,Carl Bernstein,4
Long Island,Jay Leno,3
Royal Wedding,James Barton,2
Katie Elder,Francis Ford Coppola,6
Prince Albert,Barbra Streisand,5
Donna Roth,Don Johnson,2
Sky Masterson,Robert Morse,3
Lou Grant,Joe Mantell,2
Kurt Russell,Dorothy Schiff,3
Irving Berlin,Alan Jay Lerner,2
Neil Simon,Marta Curro,3
Jessica Tandy,Burt Lancaster,4
Jackson Pollock,Gilbert Lloyd,2
Love Came Into My Heart,Debbie Reynolds,2
Ira Gershwin,""" Royal Wedding",2
David Lynch,Charlie Sheen,4
Lennie Briscoe,Jack Rosenthal,2
Susanne Harlan,Barry Lyndon,2
Ruth Sobtka,Nicole Kidman,3
Sam Arkoff,Charles Bronson,2
Norm Van Brocklin,Eddie Robinson,3
You Can See Forever,Diana Lane,2
Dominique Sanda,Angela Molina,2
Robert Aldrich,Gen. George S. Patton,2
You Can See Forever,Burton Lane,2
Martin Landau,Bela Lugosi,2
Roger Hill,Orson Welles,5
Jerry West,Coach Paul Westhead,2
Thomas D. Nicholson,Hunter College,2
Myrtle Vail,David Carradine,2
Twyla Tharp,Natalie Wood,4
George C. Scott,Ann Douglas,4
Sheldon Harnick,Me When I Said I Love You When You Know I,2
Humbert Humbert,Anthony Mann,2
Stanley Kauffmann,Katharine Cornell Through Thornton Wilder,2
Susannah York,James Caan,2
Kevin Kline,' One Flew Over,4
Peter Manso,Hong Kong,3
My Pants,Donna Roth,2
Artur Rodzinski,Alan Freed,2
Kurt Schwitters,Franz Kurt Levai,2
William Inge,"' ' Harper,''''Where Eagles Dare,''''The Long Goodbye,''''The Missouri Breaks",3
Stella Adler,Beverly Hills,8
Paul Newman,Marc Antony,8
Peter Sellers,Lee Hill,4
Paul Newman,Kerry Shear,8
Sidney Poitier,Catherine Deneuve,4
Daria Halprin,Andy Warhol,3
George C. Scott,Burt Lancaster,5
Susanne Harlan,Gustav Hasford,2
Larry Kert,Elaine Cancialla,2
We Are All Jews,Clive Barnes,2
Warren Cowan,James Coburn,2
Stephen Eckelberry,Karen Black,2
Paula Ellis,Charley Malloy,2
Jack Nicholson,Emily Zinnemann,48
Ulysses S. Grant,John Frankenheimer,4
Rollin Hand,James Madison High School,2
Terry Southern,Buck Henry,3
Mason Hoffenberg,Jack Nicholson,48
Edd Byrnes,' ' Viva Las Vegas,2
Jackie Gleason,Donald Messerle,4
William Styron,Edward G. Robinson,5
Rudolf Hess,Fred Zinnemann,2
Peter Manso,Harold Brodkey,2
Neil Simon,Natalie Wood,5
You Will Meet,Cliff Robertson,2
Will Geer,Walter Kerr,3
Warren Beatty,Anthony Quinn,5
Sherrill David Robinson,' Robin Meets Maid Marian,2
Ernie Ladd,Buck Buchanan,2
Vincente Minnelli,Richard Rodgers,2
Bob Woodward,Alice Arlen,2
Cy Coleman,""" Royal Wedding",2
William Tepper,Hunter Carson,2
Richard Head Welles,' ' Orson Welles,2
Francis Bacon,Eduardo Paolozzi,2
Larry King Live,Cheyenne Brando,2
George C. Scott,Charlie Sheen,5
Anthony Mann,""" Barry Lyndon",2
Eduardo Paolozzi,Barbara Lloyd,2
George William Duell,George Leon Duell,2
Jemal Lucien,El Mahdi,2
James B. Bakalar,Helen Swanson,2
Barbra Streisand,Agence France - Presse,5
Vladimir Nabokov,Jack Nicholson,48
Pau Gasol,Janie Drexel,2
Judy Garland,Jack Nicholson,98
Nora Ephron,Meg Wolitzer,2
Meg Wolitzer,Helen Gurley Brown,3
Jerry Lewis,Fred Feldman,5
Warner Communications,' Robin Meets Maid Marian,2
Larry Smith,Dan Greenburg,2
Burt Lancaster,Anna Kashfi,3
Tony Bennett,Martha Raye,2
Tom Wolfe,"( "" Berry Christmas",2
Kirk Douglas,Jack Kerouac,5
Sterling Hayden,Humbert Humbert,3
Roger Hill,Herman J. Mankiewicz,2
Rose Gershwin,A Young Gershwin As Role Model During,2
Jack Nicholson,Dr. Robert Scotto,48
Peter Biskind,Bob Hope,5
Warren Beatty,Mel Gibson,4
Robert Mitchum,Humphrey Bogart,3
Fred Astaire,Cy Coleman,3
Sammy Davis Jr.,Jack Nicholson,48
Julie Christie,Bill Blass,3
Orson Welles,Lee Strasberg,8
Jay Leno,Catherine Lesh,2
Love Came Into My Heart,Bob Fosse,2
Tom Hanks,Mike Nichols,4
James Dean,Dag Drollet,5
Delia Ephron,Carl Bernstein,2
William Styron,Catherine Deneuve,3
I Feel Bad About My Neck,Estelle Reiner,2
David Lynch,Bel Air,3
Ross Macdonald,"Long Goodbye,''''The Missouri Breaks",2
Hong Kong,Ben Hecht,3
Sylvester Stallone,Andrei Vishinsky,2
Willie Brown,Dr. Ralph Waldo Emerson Jones,2
San Francisco,Harvey Weinstein,4
Orson Welles,Eva Marie,5
Samuel Zachary Arkoff,My Pants,2
Sergei Yesenin,Jim Harrison,2
Paris Zax,Jerry Lewis,5
Lillian Carter,Jimmy Carter,2
Lee Remick,Gary Sinise,2
Montgomery Clift,Jessica Tandy,3
George Bernard Shaw,Ann Douglas,2
Jerry Orbach,Gus Levy,2
Victoria Duffy,Alex Hitz,2
Marlon Brando Sr,Cheyenne Brando,2
Esther Williams,Cole Porter,2
Nicole Kidman,Laura Ellen Ziskin,3
Robert Plavik,Leonard Bernstein,2
Sy Gomberg,Celia Mingus,2
Fred Astaire,Bob Fosse,3
Woody Allen,Mark Rydell,4
Paula Ellis,Marlon Brando,9
Nicholas Ontiveros,Dolores Huerta,2
Walter Slurrie,Janet Roach,2
Richard Head Welles,Gregg Toland,2
Robert Morse,Helen Gurley,3
Richard Benjamin,' Five Easy Pieces,3
William Goldman,Iris Murdoch,2
John F. Kennedy,An Infinity,4
Walter Kerr,George Orson Welles,3
Margaret Sullavan,Lee Strasberg,5
Jack Nicholson,Aaron Sorkin,48
Richard Rodgers,Frank Sinatra,4
Barbara Leaming,Alexander Woollcott,2
Leo Ferre,Charles Aznavour,2
Peter Sellers,' My Fair Lady,4
Neil Simon,Ann Reinking,3
Nicole Kidman,Elaine Edelman,3
Paul Newman,Michael Learned,8
Raymond Shaw,Christopher Lehmann - Haupt,2
Michael Kidd,Al Jolson,3
Love Came Into My Heart,Harold Adamson,2
Rod Steiger,Jake Gittes,3
Joey Gallo,Jerry Orbach,2
Sidney Poitier,Brooks Brothers,4
Richard Avedon,George Lewis,2
Neil Simon,John Raitt,3
M. Emmet Walsh,Harry Stanton,2
Katharine Cornell Through Thornton Wilder,Gregg Toland,2
Judy Garland,Eddie Cantor,3
Laura Mars,Denzel Washington,2
San Francisco,Peter Weir,4
Jackie Gleason,Fred Astaire,5
You Know I,Alan Jay Lerner,2
Jimmy Carter,Dr. Paul Broun,2
Sissy Spacek,Mark Rydell,2
William Baziotes,Theodore Stamos,2
Dennis Hopper,Beverly Hills,14
Samuel Z. Arkoff,Christopher Jones,2
Rollin Hand,His Dream,2
Tom Burke,Peter Ziegler,2
Gregg Toland,Boycotted New York Stage He,2
