Source,Target,weight
I Love You When You Know I,Alan Jay Lerner,2
Elvis Presley,Dean Martin,4
Sidney Poitier,Fred Zinnemann,4
Jacob Bernstein,Helen Gurley Brown,3
William Devane,Viking Press,2
Libby Holman,Lady Be Good,2
Norman Jewison,Humphrey Bogart,3
Marvin Gardens,Hal Ashby,2
Lee Strasberg,Alex Hitz,5
Mira Godard,David Somerset,2
Philip Guston,Mark Rothko,2
Amy Ephron,Alice Arlen,2
You Can See Forever,Frank Loesser,2
Sammy Davis Jr.,Catherine Lesh,2
Robert Goulet,Billy Flynn,2
Jack Nicholson,David Begelman,48
Jack Nicholson,Faye Greener,48
Lolita ( Sue Lyon,James Mason,3
Vincente Minnelli,Bob Fosse,2
Sabrina Calley,Jay Presson Allen,2
Simon Bucharoff,Ella Logan,2
Ned Beatty,Burt Reynolds,2
Pamela Kerry Fields,Jerry Lewis,5
Jack Nicholson,Anthony Mann,48
Rachel Fershleiser,Nora Ephron,2
Timothy Leary,John R. Smythies,2
Dr. Robert Scotto,Artur Rodzinski,2
I Said I Love You When You Know I,Barbra Streisand,5
Mindin ' My Business,Barbra Streisand,5
Jessica Heeps,Audrey Jr.,2
Adam Gerler,""" Dirty Mary Crazy Larry",2
John F. Kennedy,Jim Nabors,4
Eva Marie,Don Corleone,2
Neil Simon,Andy Warhol,4
Vito Corleone,Orson Welles,5
John F. Kennedy,Jessica Tandy,5
Virna Lisi,Alain Delon,3
Faye Dunaway,Elizabeth Montgomery,4
Max Bernstein,Jacob Bernstein,2
Saturday Night Live,Buck Henry,2
Jack Nicholson,Brigitte Bardot,49
Tina Turner,Brooke Hayward,2
Kirk Douglas,Jeff Corey,6
Jessica Tandy,Dorothy Pennebaker Brando,3
My Neck,' Lucky Numbers,2
Tin Pan Alley,I Said I Love You When You Know I,2
Susie Landau Finch,His Dream,2
Janie Drexel,Beverly Hills,7
Jack Nicholson,Eva Marie,48
Timothy Leary,Bill Wilson,2
Santa Monica,Nicole Kidman,3
Efrem Zimbalist Jr.,Beverly Hills,7
Terry Southern,David Lynch,4
Jay Kanter,Jack Nicholson,48
Barbara Hepworth,Adolph Gottlieb,2
Truman Capote,Ann Douglas,4
Sheldon Harnick,My Heart,2
His Bluejeans,Ann Douglas,2
Elia Kazan,Andrei Vishinsky,4
Rosalind Russell,Roger Smith,2
Hallie Ephron,Beverly Hills High School,2
Michelle Phillips,Francis Ford Coppola,6
Mel Gibson,Brian De Palma,2
Truman Capote,Dag Drollet,4
Robert Plavik,Ned Rorem,2
Victoria Shaw,Jack Gilardi,2
Willie Williams,Dr. Ruby Higgins,2
William Styron,Calvin Klein,3
Ralph Bakshi,Peter Weir,2
Cary Grant,Bill Wilson,2
Neil Simon,Annie Get Your Gun,3
Jack Nicholson,I Feel Bad About My Neck,48
Jack Lemmon,Audrey Hepburn,2
Paul Newman,Cheyenne Brando,8
Wendy Jackson,Janet Roach,2
Jack Mitchell,' ' Alvin Ailey American Dance Theater,2
Jack Mitchell Photographs,David Byrne,2
Henry Hathaway,David Lynch,3
Clark Gable,Burton Lane,2
Norman Jewison,Jack Gould,2
Janet Roach,Jack Nicholson,48
Fred Ebb,( Fernando Ramos,2
Kirk Douglas,Anthony Mann,5
Tessa Kennedy,Elliott Kastner,2
Dr. Ruby Higgins,Dr. Ralph Waldo Emerson Jones,2
Samuel Z. Arkoff,Edgar Allan Poe,2
Edward Norton,Dag Drollet,2
Peter Fonda,Jimmy Dean,9
Herbert Berghof,Alfred Drake,2
Ms. Leland - St,""" Dick Tracy",2
Willie Davis,Leland College,2
Warren Cowan,Peter William Fields,2
Marlon Brando Sr,' ' Free Money,2
Marc Blitzstein,Katharine Cornell,2
William Morris,Marie - Christine Schneider,2
Dorothy Schiff,Clarence Thomas,2
Polly Bergen,Fred Feldman,2
Sanford Meisner,Robert De Niro,2
Joan Benedict,Edward G. Robinson,4
Will Geer,Donald Messerle,2
Ilona Sommer,He Said,3
Elaine Stritch,Christian Brando,2
Nicholas Pileggi,Beverly Hills,7
Myrtle Wilson,Faye Greener,2
Shelley Winters,Francis Ford Coppola,6
You Can See Forever,Frances Fink Levy,2
Marlon Brando,Beverly Hills,14
Santa Barbara,Hong Kong,3
Neil Simon,' ' Alvin Ailey American Dance Theater,3
Judy Garland,Alan Jay Lerner,3
President Ronald Reagan,Margaret Quigley,2
Peter Bogdanovich,Ned Beatty,2
Richard Burton,His Dream,4
Joey Gallo,Jack Rosenthal,2
King David,John Huston,3
Peter Bogdanovich,Leslie Kovacs,2
Sheldon Green,Millicent Safro,2
William Holden,Rene Clement,2
Jerry Buss,Beverly Hills,7
Stephen Robert Franken,James Garner,2
Ted Koppel,John Byner,2
Jack Nicholson,Bob Hope,204
Michael Kidd,Frances Fink Levy,2
Jack Mitchell,Gloria Swanson,2
Mason Hoffenberg,Edward G. Robinson,4
You When You Know I,Ira Gershwin,2
Vic Lovell,Lee Remick,2
George Lucas,Al Jolson,4
Harold Adamson,David Wayne,2
Vincent Price,""" "" Hot Rod Gang",2
Marion Seaman,Clifton Webb,2
Jerry Robinson,Heath Ledger,2
Roman Polanski,Carol Gottschalk,2
Stella Adler,Maxwell Anderson,3
Geneva Smith Kesey,A Dime Western,2
James Dean,Elia Kazan,7
Kathy Fields Lander,Eddie Cantor,2
Marie - Christine Schneider,Brigitte Bardot,3
His Bluejeans,Cheyenne Brando,2
Yves Montand,David Wayne,2
Virginia Woolf,""" Virginia Woolf",2
Stella Adler,Stanley Kowalski,3
Mike Nichols,Amy Ephron,4
Scott Peacock,Richard Avedon,2
Jack Nicholson,Alice Arlen,48
William Duell,' One Flew Over,4
William Zsigmond,Mel Gibson,2
Ninna Gradually,Montgomery Clift,2
Fanny Hill,' ' Five Easy Pieces,3
San Diego,Ed Ruscha,3
Frank Sinatra,""" Royal Wedding",4
Lillian Carter,Gloria Spann,2
Nora Ephron,' Lucky Numbers,2
Richard Rodgers,Alan Jay Lerner,2
Richard Burton,Humphrey Bogart,5
Martin Scorsese,Annette Funicello,3
Stanley Kowalski,Arthur Miller,3
Love Came Into My Heart,Lady Be Good,2
Mireille Mathieu,Elton John,2
William Duell,Kevin Kline,2
Walt Disney Studios,My Pants,2
Love Came Into My Heart,Len Cariou,2
You Know I,Ira Gershwin,2
Dr. John H. Halpern,Abram Hoffer,2
Claire Bloom,""" An Enemy",2
Tom Hanks,Bob Woodward,2
Warren Beatty,Truman Capote,6
William Zsigmond,Leslie Kovacs,2
Elias Ontiveros Jr.,Alex Nogales,2
Jackie Gleason,Fred Feldman,4
Samuel Z. Arkoff,Frankie Avalon,2
Shelley Winters,Samuel Zachary Arkoff,2
Francis Ford Coppola,Faye Dunaway,8
Kurt Schwitters,Francis Kenneth Lloyd,2
Konstantin Stanislavski,Jack Nicholson,48
Nora Ephron,Mike Nichols,4
Lucinda Ballard,Beverly Hills,7
Richard Head Welles,Agnes Moorehead,2
Johnny Depp,Dag Drollet,3
Steve Franken,' Edwin Booth,2
Dan Greenburg,' Lucky Numbers,2
Pauline Kael,Don Corleone,4
Keith Haring,Edward Albee,2
Viva Zapata,Terry Malloy,2
Tom Fears,Dick Hoerner,2
Marlon Brando Sr,Billy Wilder,2
Tommy Lee Jones,Faye Dunaway,4
Robert De Niro,Dag Drollet,2
Tom Petty,Frank Sinatra,4
Peter Manso,Christian Brando,2
Jerry Lewis,Audrey Hepburn,5
Santa Monica,Meg Ryan,3
Clifton Webb,Alan Jay Lerner,2
Marlon Brando Sr,John F. Kennedy,4
Scott Rudin,Mike Nichols,4
Raymond Shaw,Janet Maslin,3
Catherine Deneuve,Brooke Shields,2
Max Bernstein,' Lucky Numbers,2
Jimmy Dean,Hunter Carson,2
William Zsigmond,Marsha Mason,2
Diana Lane,A Young Gershwin As Role Model During,2
Charlie Sheen,Beverly Hills,8
Miles Davis,John Coltrane,2
Michael Douglas,Dennie Brooks,4
William Styron,Red - Dirt Marijuana,3
Isabella Rossellini,"( "" Berry Christmas",2
Sidney Poitier,Joan Benedict,4
Ella Logan,David Wayne,2
Walt Disney Studios,Boris Karloff,2
Harry Stanton,Emilio Estevez,2
Peter Manso,Anthony Quinn,3
Michael Kidd,Burton Lane,2
Judy Garland,Clark Gable,3
Gloria Spann,Billy Carter,2
Young Burton,Lady Be Good,2
William Cameron Menzies,Virginia Woolf,2
Scott Rudin,Meg Ryan,3
Fred Travalena,David Letterman,2
Rose Kennedy,Barbara Levin,2
Tin Pan Alley,Ella Logan,2
Mary Ida Nicholson Gordy,Bessie Lillian Gordy,2
Tin Pan Alley,Esther Williams,2
Peter Davis,Bob Hope,5
Juliet Landau,James Madison High School,2
Harold Stern,Debbie Reynolds,2
Peggy Kaye,Alan Jay Lerner,2
Vincent Canby,Bob Hope,9
Will Firth,Mike Nichols,4
Gloria Koch,""" Dirty Mary Crazy Larry",2
Katharine Cornell Through Thornton Wilder,Jean Cocteau,2
Eddie Barclay,Barclay Records,2
Hong Kong,Harold Clurman,3
Nina Ziskin,Jack Nicholson,48
Arthur Miller,' ' Free Money,3
My Mother Taught Me,Marlon Brando,9
Myrtle Vail,Jack Nicholson,48
Eva Marie,Beverly Hills,7
Vincent Canby,Peter Manso,6
Rudolph Hess,Gen. George S. Patton,2
Peter Bogdanovich,Mel Gibson,2
Jack Nicholson,Cy Coleman,48
Rollin Hand,Elizabeth Taylor,3
Royal Wedding,Marion Seaman,2
Helen Lane,Encyclopedia Brown Gets His Man,2
Warren Beatty,Brian De Palma,4
Woody Allen,Al Jolson,5
James Mason,Gustav Hasford,3
Helen Gurley Brown,Gloria Steinem,3
Me When I Said I Love You When You Know I,Alan Jay Lerner,2
Eddie Robinson,Bob Waterfield,3
Jack Nicholson,Alain Delon,49
Woody Allen,Dean Martin,5
Me When I Said I Love You When You Know I,Joan Crawford,2
Ralph Fiennes,Dave Brubeck,2
Jim Mahoney,James Taylor,2
Universal Pictures Lew Wasserman,Elliott Kastner,2
Love With You,A Young Gershwin As Role Model During,2
Faye Greener,Bruce Dern,2
Warner Brothers,Sidney Lumet,5
Paloma Picasso,Catherine Deneuve,2
Mira Rostova,John Raitt,2
Me When I Said I Love You When You Know I,Irving Berlin,2
Marty Pilletti,George C. Scott,4
Natalie Wood,Daria Halprin,4
William Devane,Doug Blackburn,2
George C. Scott,Elia Kazan,6
Rose Kennedy,Bill Blass,2
Peter Weir,Charles Mingus,2
Woody Allen,Louis Arkoff,4
Joanne Woodward,Alex Hitz,3
Paul Newman,Mary Barto,8
Martin Landau,Joseph Bonanno,2
Peggy Kaye,Joan Crawford,2
Lennie Briscoe,Jed Bernstein,2
Jessica Tandy,Dag Drollet,3
Diane Koehnemann Bay,Dennis Hopper,9
Elton John,Agence France - Presse,2
Isabella Rossellini,Brooks Brothers,2
Roy Huggins,James Cagney,2
Jerry Lippman,Jeff Corey,3
Morgan Freeman,Kit Golden,2
Warner Brothers,Lee Strasberg,7
Anna Kashfi,' ' Free Money,2
Peter Ziegler,Bob Rafelson,3
Simon Bucharoff,Clifton Webb,2
Stan Getz,Dave Brubeck,2
You Can See Forever,Royal Wedding,2
Saul Zaentz,Lynda Redfield,4
Sally Gracie,Marlon Brando,9
Steve Martin,Aaron Sorkin,2
Lee Strasberg,His Bluejeans,5
Neil Simon,Leon Orbach,3
James L. Brooks,Audrey Hepburn,2
Judy Garland,Ira Gershwin,3
Julie Christie,James Caan,3
Marion Seaman,Frank Loesser,2
Oskar Kokoschka,Eduardo Paolozzi,2
Len Cariou,Francis Ford Coppola,6
Mr. Abdul - Jabbar,Janie Drexel,2
Marlon Brando,Humphrey Bogart,20
Tom Buchanan,Faye Greener,2
Vic Lovell,Jefferson Airplane,2
Terry Malloy,Lee Strasberg,5
Marsha Mason,Christopher Walken,2
Julia Child,Billy Crystal,2
Lennie Briscoe,Burt Bacharach,2
Lee Strasberg,Janet Maslin,6
Natalie Wood,Henry Hathaway,4
Stanley Kowalski,Montgomery Clift,2
Leland College,Buck Buchanan,2
John C. Truesdale,Ann Nicholson,2
William Baziotes,Eduardo Paolozzi,2
Michelangelo Antonioni,Marie - Christine Schneider,2
Peter Sellers,Gary Cooper,4
Tom Buchanan,Norman Ziegler,2
Sheldon Harnick,""" Royal Wedding",2
Len Cariou,Clark Gable,2
Rodney Stephen Steiger,Bill Gillespie,2
My Pants,Don Johnson,2
Max Bernstein,Helen Gurley Brown,3
Jessica Tandy,A Memorable Oscar Mr. Brando,3
Joe Shuster,Jet Scott,2
Joseph Bonanno,His Dream,2
Tom Hanks,Beverly Hills High School,2
Margaret Quigley,John Cushman Truesdale Jr.,2
Len Cariou,Joan Crawford,2
Brigitte Bardot,' Merry - Go - Round,3
Simi Valley,John F. Kennedy,4
James L. Brooks,Burt Lancaster,3
Jack Kent Cooke,Gerald Hatten Buss,2
Gloria Spann,Dr. Paul Broun,2
Kathleen Turner,Deborah Condon,2
William Morris,' Merry - Go - Round,2
Mel Gibson,Al Pacino,3
Jack Nicholson,Connie White,48
Marlon Brando,Hong Kong,10
Johnny Depp,James Dean,12
Roger Smith,Beverly Hills,7
Love Came Into My Heart,I Love You When You Know I,2
Myrtle Vail,My Dust,2
Jack Nicholson,Anna Kashfi,48
Nina Ziskin,Laura Ziskin,2
William Zsigmond,John Lithgow,2
Theodore Stamos,Eduardo Paolozzi,2
Norma Faye Haxby,Cliff People,2
Kenneth Tynan,His Mercury Theater,2
Julia Barry,Bill Murray,3
Harold Stern,Al Jolson,3
Steve Kingston,Marilyn Monroe,3
Twyla Tharp,Jack Nicholson,48
Frank Loesser,Ella Logan,2
Susanna Moore,Jack Nicholson,48
Michael Learned,Mary Bono,2
Steve Elzer,Bill Murray,3
Francis Ford Coppola,David Begelman,6
Paul Newman,Ken Kesey,8
Tony Bennett,Hillary Kaye,2
Yuri Neyman,Goldie Hawn,2
Willie Williams,Doug Williams,2
You Can See Forever,Walter Damrosch,2
Hector Babenco,Barbara Paz,2
Warner Communications,Michael Uslan,2
Jack Nicholson,Eugene O'Neill,48
Robert Redford,Henry Fonda,3
Santa Monica,Laura Ziskin,2
Kenneth Tynan,Jackie Gleason,4
My Life,Ayn Rand,2
My Heart,David Wayne,2
George C. Scott,Eva Marie,4
My Heart,James Barton,2
Robert Altman,Goldie Hawn,2
John Milius,Boris Karloff,2
George Bernard Shaw,Anna Kashfi,2
Virna Lisi,Angela Molina,2
Simon Bucharoff,Jane Powell,2
Joe Roth,Christopher Jones,2
Rose Kennedy,Oleg Cassini,2
Gen. George S. Patton,Elia Kazan,4
Meg Ryan,Denzel Washington,3
Mr. Abdul - Jabbar,David Stern,2
Me When I Said I Love You When You Know I,Dorothy Fields,2
My Mother Taught Me,Janet Maslin,3
Sergei Yesenin,John Huston,3
My Mother Taught Me,Jay Cantor,2
Pamela Kerry Fields,Fred Astaire,3
Catherine Deneuve,Candice Bergen,2
Marc Blitzstein,Kenneth Tynan,2
Marc Blitzstein,Katharine Cornell Through Thornton Wilder,2
John Lennon,Ann Reinking,2
Carl Bernstein,Ayn Rand,2
Irving Berlin,David Wayne,2
Dorothy Pennebaker Brando,' ' Free Money,2
Hillary Kaye,Dorothy Fields,2
David Wayne,Al Jolson,3
Konstantin Stanislavski,John F. Kennedy,4
Jack Nicholson,Damian Elwes,48
Dorothy Schiff,Beverly Hills,7
Marta Orbach,Jerry Orbach,2
Orson Welles,Beverly Hills,10
Sterling Hayden,Mason Hoffenberg,3
Konstantin Stanislavski,A Memorable Oscar Mr. Brando,2
Charles Whitnel,Charles Napier,2
Tony Bennett,Alan Jay Lerner,2
Rose Gershwin,Libby Holman,2
Marvin Gardens,Fanny Hill,2
Jack Nicholson,Alfred Hitchcock Presents,48
David Lynch,Brooke Hayward,3
Henry Fonda,Dustin Hoffman,4
Tom Wolfe,Ralph Lauren,2
Mark Rydell,James Caan,2
Vladimir Nabokov,Robert Mitchum,2
Sally Kimball,Jack Nicholson,48
Olympia Press,Brad Tyer,2
My Neck,Jacob Bernstein,2
Jack Nicholson,Elizabeth Taylor,49
My Lovely,Arthur Penn,2
Mary Bridges,Hazel Truesdale,2
Jack Nicholson,Bill Finger,48
Marc Blitzstein,Jean Cocteau,2
John Frankenheimer,Joan Benedict,4
Paul Wasserman,Bob Hope,5
Young Burton,You Believe Me When I Said I Love You When You Know I,2
Veronica Lake,Arnold Schwarzenegger,2
Julia Child,Delia Ephron,2
Oskar Kokoschka,Ad Reinhardt,2
Willie Williams,Lillian Rose Watkins,2
Perry Lane,Doug Blackburn,2
Jeffrey Schneider,Bert Schneider,2
John Coltrane,Celia Mingus,2
Warner Brothers,Tom Cruise,12
Harold Adamson,Dorothy Fields,2
Stanley Kowalski,Marlon Brando,9
Paul Zaentz,John Coltrane,2
Meg Wolitzer,Ayn Rand,2
Stella Adler,Faye Dunaway,5
Jack Mitchell,David Byrne,2
Sanford Meisner,Marc Antony,2
Perry Lane,Norma Faye Haxby,2
You Will Meet,Peter Bogdanovich,2
Judy Garland,Dean Martin,4
Brando Necessary,Ben Hecht,2
Lee Hill,George C. Scott,4
Peggy Kaye,Ira Gershwin,2
You Know I,Cole Porter,2
Robert Mitchum,"Murder , My Sweet",2
Robert Motherwell,Kurt Schwitters,2
Marin Hopper,Katie Elder,2
Mel Gibson,Mark Rydell,2
Brando Necessary,Bob Hope,5
Jack Nicholson,Heaven Can Wait,48
My Three Sons,Alfred Hitchcock Presents,2
John Randolph,Griffin Fariello,3
Marion Seaman,Judy Garland,3
James Coburn,Beverly Hills,7
Tin Pan Alley,Francis Ford Coppola,6
John Jr.,Beverly Hall,3
Kathy Fields Lander,Fred Astaire,3
Charlie Chaplin,Audrey Simon,2
Raymond Shaw,John F. Kennedy,4
Rock Hudson,Jeff Corey,4
Rita Moreno,Pat Boone,2
Roosevelt Taylor,James Harris,2
Viva Zapata,Lee Strasberg,5
Joan Crawford,Cy Coleman,2
Ruth Carter Stapleton,Bessie Lillian Gordy,2
John Nicholson,Edna Lewis,2
Virginia Nicholson,An Unorthodox Style His,2
Simon Bucharoff,James Barton,2
Gus Levy,Detective Lennie Briscoe,2
Montgomery Clift,Christian Brando,2
Dag Drollet,Cheyenne Brando,2
Karen Blanche Ziegler,Ed Graczyk,2
Jean Cocteau,' ' Orson Welles,2
Vincent Canby,Stanley Kowalski,6
Karen Blanche Ziegler,Jack Nicholson,48
Lynn Cartwright,Jack Nicholson,48
Kirk Douglas,Eve Corey Polling,5
Shirley Knight,""" Red Scare",2
Walter Damrosch,""" Royal Wedding",2
Samuel Z. Arkoff,Francis Ford Coppola,6
Sanford Meisner,Johnny Depp,3
Theodore Stamos,Mark Rothko,2
Arthur Miller,Anthony Quinn,4
Sidney Poitier,Henry Fonda,5
Yves Montand,Harold Adamson,2
Montgomery Clift,A Memorable Oscar Mr. Brando,2
Richard Burton,Keenan Wynn,4
Edward Albee,Ann Reinking,2
Stan Getz,Saul Zaentz,4
Natalie Wood,Ann Reinking,4
Michael Kidd,Cole Porter,2
Jefferson Airplane,Jack Nicholson,48
Fred Ebb,Barbara Paz,2
Bernard J. Reis,Adolph Gottlieb,2
Judy Garland,Francis Ford Coppola,14
Sanford Meisner,Konstantin Stanislavski,2
India Brooks Civey,Dennie Brooks,2
Mae Robinson,Liv Robinson - White,2
Steven Spielberg,Jerry Lewis,6
Peggy Kaye,Al Jolson,3
Vincent Canby,Brando Necessary,6
Peggy Kaye,Debbie Reynolds,2
Fred Astaire,Clifton Webb,3
Don Johnson,""" "" Hot Rod Gang",2
William Hurt,No Way Out,3
Scott Rudin,Alice Arlen,2
Judy Garland,Dorothy Fields,3
William Duell,Mary Barto,2
Simon Bucharoff,Billy Eckstein,2
Dr. Charles Grob,Abram Hoffer,2
Ralph Lauren,Joan Bennett,2
President George H. W. Bush,Al Pacino,3
Lucinda Ballard,Billy Wilder,2
Warner Communications,Sherrill David Robinson,2
Dorothy Pennebaker Brando,Bob Hope,5
Julia Barry,Helen Hunt,3
Stephen Robert Franken,Dwayne Hickman,2
Viva Zapata,Cheyenne Brando,2
Nora Ephron,Dorothy Schiff,2
Kurt Russell,I Feel Bad About My Neck,3
Vincent Canby,Roman Grant,6
Richard X. Slattery,Beverly Hills,7
Peter Fonda,""" Hot Rod Girl",9
Jack Gilardi,Ann - Margret,2
Paul Newman,Anthony Quinn,9
Gloria Steinem,Carl Bernstein,2
You Know I,Barbra Streisand,5
Jack Nicholson,Christopher Lehmann - Haupt,48
Leslie Kovacs,Gene Hackman,2
Orson Welles,Burt Lancaster,6
Paula Ellis,George C. Scott,4
Francis Ford Coppola,Beverly Hills,22
Michael Kidd,Bob Fosse,2
Wendy Jackson,John Frankenheimer,4
Frank Sinatra,Eugene O'Neill,4
Susannah York,Al Pacino,3
Hunter College,Gail Mack,2
William Cameron Menzies,", Sharmagne Leland - St",2
Karen Black,Ellen Burstyn,2
Sterling Hayden,Carol Kauffman,3
Santa Monica,Helen Hunt,3
Sherry Nelson,Paula Ellis,2
Howard Deutsch,Encyclopedia Brown Gets His Man,2
Richard Benjamin,Karen Black,2
Marlon Sr,James Dean,5
Stephen Robert Franken,Jack Nicholson,48
Joanne Woodward,Brooke Hayward,3
Cole Porter,""" Royal Wedding",2
Terry Southern,Peter Sellers,5
Tina Turner,Henry Hathaway,2
Peter Manso,Marlon Brando,9
Norma Faye Haxby,Michael Douglas,4
Richard Thomas,Linda East,2
Margaret Sullavan,Henry Lee Hopper,2
Luis Bunuel,Alain Delon,3
Tracey Smith,James Cagney,2
Estelle Reiner,Carl Bernstein,2
Woody Allen,Annette Funicello,4
Martin Landau,Johnny Depp,3
William Styron,Barbara Levin,3
Vito Corleone,James Dean,5
Fred Allen,Dorothy Fields,2
Jacob Bernstein,I Feel Bad About My Neck,2
Sally Gracie,Rodney Stephen Steiger,2
Robert Morse,Jerry Orbach,3
Jessica Tandy,Charlie Sheen,4
Humphrey Bogart,"' ' Harper,''''Where Eagles Dare,''''The Long Goodbye,''''The Missouri Breaks",3
Saturday Night Live,Ringo Starr,3
Shelley Winters,Nick Nolte,2
Long Island,John Byner,3
Sanford Meisner,Janet Maslin,3
Ralph Bakshi,Duke Ellington,2
Elia Kazan,Edward G. Robinson,6
Jackie Gleason,Herman J. Mankiewicz,4
Marlon Brando Sr,Christian Brando,2
Viva Zapata,Paul Newman,8
Helen Gurley Brown,Beverly Hills High School,3
Tessa Kennedy,Humphrey Bogart,3
Lennie Briscoe,Howard Keel,2
Rock Hudson,Brooke Hayward,3
Orson Welles,Barbara Leaming,5
Laura Ziskin,Jon Peters,2
Susanne Harlan,President Franklin D. Roosevelt,2
John Randolph,Anthony Perkins,3
Don Corleone,Christian Brando,2
Gloria Swanson,Edward Albee,2
Marion Seaman,Barbra Streisand,5
Myrtle Wilson,Lee Strasberg,5
Gus Edson,Barbara Bain,2
Lucinda Ballard,Larry King Live,2
Rose Tiplitz,John Singleton,2
John F. Kennedy,Jack Nicholson,150
Jack Nicholson,Emilio Estevez,48
Richard Gere,Kevin Costner,3
Vito Corleone,Terry Malloy,2
You Will Meet,Robert Altman,2
Ed Ruscha,Dennis Lee Hopper,2
Tom Burke,Nathanael West,2
Peter Fonda,Pearl Harbor,9
My Life,Beverly Hills,7
Michelle Phillips,Margaret Sullavan,2
Simon Bucharoff,Ralph Freed,2
Linda Ronstadt,Bob Hope,5
Joseph Mantel,Ernest Borgnine,2
Willy Loman,President George H. W. Bush,2
Young Burton,Frank Sinatra,4
Chuck Connors,Charlie Sheen,3
Larry Smith,Amy Ephron,2
Gene Hackman,Brian De Palma,2
Jack Daniel,Bessie Smith,2
Rollin Hand,Martin Landau,2
Kurt Schwitters,Franz Kline,2
Richard Rodgers,Love With You,2
Raymond Shaw,An Infinity,2
Johnny Depp,His Bluejeans,3
Sylvester Stallone,Hugh Hastings,2
Peter Fonda,James Dean,12
Walter Kerr,Agnes Moorehead,3
Kurt Russell,Alice Arlen,3
Harvey Weinstein,Dave Brubeck,2
William C. Rhoden,Eddie Jr.,2
His Dream,Barbara Bain,2
Marc Antony,John F. Kennedy,4
Bob Kane,Bill Finger,2
Walt Disney Studios,Joe Roth,2
Rollin Hand,Gus Edson,2
Peter Fonda,James Caan,9
Rosalind Russell,Lon Chaney,2
Truman Capote,Helen Gurley,4
Mark Rydell,Cliff Robertson,2
Ernie Ladd,Eddie Jr.,2
Marion Seaman,Love With You,2
Jack Nicholson,Claudette Colbert,48
Stanley Kauffmann,Pauline Kael,4
Myrtle Vail,Alan Menken,2
Jack Nicholson,Barbara Levin,48
Paul Newman,"Long Goodbye,''''The Missouri Breaks",8
Virna Lisi,' Merry - Go - Round,2
Steve Martin,Morgan Freeman,2
Jack Kerouac,Bo Goldman,2
Julia Child,Alice Arlen,2
